question_id,difficulty,category,method,iteration,is_correct,error,latency_ms,prompt_chars,generated_sql,gold_sql,question
CR02,simple,default_risk,text_to_sql,0,False,,1411,2465,"SELECT COUNT(loan.loan_id) * 1.0 / COUNT(DISTINCT loan.account_id) AS default_rate
   FROM loan
   WHERE loan.status IN ('completed with problems', 'running with debt')","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,semantic_layer,0,True,,1367,7687,"SELECT SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS default_rate
FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,text_to_sql,1,False,,1294,2465,"SELECT COUNT(loan.loan_id) * 1.0 / (SELECT COUNT(*) FROM loan) AS default_rate
   FROM loan
   WHERE loan.status = 'default' OR loan.payments < loan.amount","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,semantic_layer,1,True,,1366,7687,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate
FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,text_to_sql,2,False,,1188,2465,"SELECT COUNT(loan.loan_id) * 1.0 / COUNT(DISTINCT loan.account_id) AS default_rate
   FROM loan
   WHERE loan.status IN ('defaulted', 'running with debt')","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,semantic_layer,2,True,,1181,7687,"SELECT SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS default_rate
FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,text_to_sql,3,False,,971,2465,"SELECT COUNT(loan.loan_id) * 1.0 / (SELECT COUNT(*) FROM loan) AS default_rate
FROM loan
WHERE loan.status IS NOT NULL","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,semantic_layer,3,True,,1168,7687,"SELECT SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS default_rate
   FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,text_to_sql,4,False,,1299,2465,"SELECT COUNT(loan.loan_id) * 1.0 / COUNT(DISTINCT loan.account_id)
   FROM loan
   WHERE loan.status IS NOT NULL
-- NOTE: Default rate calculation can be ratios of loans with issues vs total eligible loans. Consider that defaults can be inferred from loan status.","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR02,simple,default_risk,semantic_layer,4,True,,1334,7687,"SELECT SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS default_rate
FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 FROM loan",What is the overall default rate across all loan contracts?
CR03,simple,default_risk,text_to_sql,0,True,,1030,2450,"SELECT SUM(loan.amount) 
   FROM loan 
   JOIN account ON loan.account_id = account.account_id 
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,semantic_layer,0,False,,1439,7672,"SELECT SUM(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.status IN ('B', 'D')",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,text_to_sql,1,True,,876,2450,"SELECT SUM(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,semantic_layer,1,False,,1281,7672,"SELECT SUM(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.status IN ('B', 'D')",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,text_to_sql,2,True,,737,2450,"SELECT SUM(loan.amount)
   FROM loan
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,semantic_layer,2,False,,1202,7672,"SELECT SUM(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.status IN ('B','D')",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,text_to_sql,3,True,,843,2450,"SELECT SUM(loan.amount)
   FROM loan
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,semantic_layer,3,False,,718,7672,"SELECT SUM(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.status IN ('B', 'D')",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,text_to_sql,4,True,,1248,2450,"SELECT SUM(loan.amount)
   FROM loan
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR03,simple,default_risk,semantic_layer,4,False,,1635,7672,"SELECT SUM(loan.amount) 
FROM loan 
JOIN account ON loan.account_id = account.account_id 
WHERE loan.status IN ('B', 'D')",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?
CR04,simple,loan_portfolio,text_to_sql,0,True,,1071,2404,"SELECT loan.duration, AVG(loan.amount) AS average_loan_amount
   FROM loan
   GROUP BY loan.duration
   ORDER BY loan.duration;","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,semantic_layer,0,True,,1052,7626,"SELECT loan.duration, AVG(loan.amount)
FROM loan
GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,text_to_sql,1,True,,969,2404,"SELECT loan.duration, AVG(loan.amount) AS average_loan_amount
   FROM loan
   GROUP BY loan.duration
   ORDER BY loan.duration;","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,semantic_layer,1,True,,1274,7626,"SELECT loan.duration, AVG(loan.amount) AS avg_loan_amount
FROM loan
GROUP BY loan.duration
ORDER BY loan.duration;","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,text_to_sql,2,False,,769,2404,"SELECT AVG(loan.amount) AS average_loan_amount, loan.duration
   FROM loan
   GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,semantic_layer,2,True,,1400,7626,"SELECT loan.duration, AVG(loan.amount) AS avg_loan_amount
FROM loan
GROUP BY loan.duration
ORDER BY loan.duration;","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,text_to_sql,3,True,,918,2404,"SELECT loan.duration, AVG(loan.amount) AS average_loan_amount
   FROM loan
   GROUP BY loan.duration
   ORDER BY loan.duration;","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,semantic_layer,3,True,,1145,7626,"SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,text_to_sql,4,False,,909,2404,"SELECT AVG(loan.amount) AS average_loan_amount, loan.duration
   FROM loan
   GROUP BY loan.duration
   ORDER BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR04,simple,loan_portfolio,semantic_layer,4,True,,1137,7626,"SELECT loan.duration, AVG(loan.amount) AS avg_loan_amount
FROM loan
GROUP BY loan.duration
ORDER BY loan.duration;","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?
CR05,simple,loan_portfolio,text_to_sql,0,True,,1053,2427,"SELECT strftime('%Y', loan.date) AS year, COUNT(loan.loan_id) AS approved_loans
   FROM loan
   GROUP BY year
   ORDER BY year;","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,semantic_layer,0,False,"Generated SQL error: Execution failed on sql 'SELECT loan.loan_year, COUNT(loan.loan_id)
   FROM loan
   WHERE loan.date IS NOT NULL
   GROUP BY loan.loan_year
   ORDER BY loan.loan_year;': no such column: loan.loan_year",1266,7649,"SELECT loan.loan_year, COUNT(loan.loan_id)
   FROM loan
   WHERE loan.date IS NOT NULL
   GROUP BY loan.loan_year
   ORDER BY loan.loan_year;","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,text_to_sql,1,False,,1167,2427,"SELECT COUNT(loan.loan_id), strftime('%Y', loan.date) AS year
   FROM loan
   GROUP BY year
   ORDER BY year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,semantic_layer,1,False,"Generated SQL error: Execution failed on sql 'SELECT loan.loan_year, COUNT(loan.loan_id)
FROM loan
WHERE loan.status = 'A'  -- Filter for approved loans
GROUP BY loan.loan_year
ORDER BY loan.loan_year;': no such column: loan.loan_year",1742,7649,"SELECT loan.loan_year, COUNT(loan.loan_id)
FROM loan
WHERE loan.status = 'A'  -- Filter for approved loans
GROUP BY loan.loan_year
ORDER BY loan.loan_year;","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,text_to_sql,2,True,,1023,2427,"SELECT strftime('%Y', loan.date) AS year, COUNT(loan.loan_id) AS approved_loans
   FROM loan
   GROUP BY year
   ORDER BY year;","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,semantic_layer,2,False,"Generated SQL error: Execution failed on sql 'SELECT loan.loan_year, COUNT(loan.loan_id)
FROM loan
WHERE loan.status = 'A'
GROUP BY loan.loan_year': no such column: loan.loan_year",1106,7649,"SELECT loan.loan_year, COUNT(loan.loan_id)
FROM loan
WHERE loan.status = 'A'
GROUP BY loan.loan_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,text_to_sql,3,False,,1391,2427,"SELECT COUNT(loan.loan_id), STRFTIME('%Y', loan.date) AS year
   FROM loan
   GROUP BY year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,semantic_layer,3,False,"Generated SQL error: Execution failed on sql 'SELECT loan.loan_year, COUNT(loan.loan_id)
   FROM loan
   WHERE loan.status = 'A'
   GROUP BY loan.loan_year
   ORDER BY loan.loan_year': no such column: loan.loan_year",1502,7649,"SELECT loan.loan_year, COUNT(loan.loan_id)
   FROM loan
   WHERE loan.status = 'A'
   GROUP BY loan.loan_year
   ORDER BY loan.loan_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,text_to_sql,4,True,,1008,2427,"SELECT strftime('%Y', loan.date) AS year, COUNT(loan.loan_id) AS approved_loan_contracts
   FROM loan
   GROUP BY year
   ORDER BY year;","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR05,simple,loan_portfolio,semantic_layer,4,False,"Generated SQL error: Execution failed on sql 'SELECT loan.loan_year, COUNT(loan.loan_id)
FROM loan
WHERE loan.status = 'A'
GROUP BY loan.loan_year': no such column: loan.loan_year",1110,7649,"SELECT loan.loan_year, COUNT(loan.loan_id)
FROM loan
WHERE loan.status = 'A'
GROUP BY loan.loan_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?
CR06,simple,client_profile,text_to_sql,0,True,,1134,2444,"SELECT client.gender, COUNT(client.client_id) AS count
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN loan ON disp.account_id = loan.account_id
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,semantic_layer,0,False,"Generated SQL error: Execution failed on sql 'SELECT client.gender_label, COUNT(client.client_id)
FROM client
JOIN loan ON client.client_id = loan.account_id
GROUP BY client.gender_label': no such column: client.gender_label",1222,7666,"SELECT client.gender_label, COUNT(client.client_id)
FROM client
JOIN loan ON client.client_id = loan.account_id
GROUP BY client.gender_label","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,text_to_sql,1,True,,1093,2444,"SELECT client.gender, COUNT(client.client_id) AS count
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN loan ON disp.account_id = loan.account_id
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,semantic_layer,1,False,"Generated SQL error: Execution failed on sql 'SELECT client.gender_label, COUNT(client.client_id) AS count
   FROM client
   JOIN loan ON client.client_id = loan.account_id
   GROUP BY client.gender': no such column: client.gender_label",1128,7666,"SELECT client.gender_label, COUNT(client.client_id) AS count
   FROM client
   JOIN loan ON client.client_id = loan.account_id
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,text_to_sql,2,True,,1210,2444,"SELECT client.gender, COUNT(client.client_id) AS count
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,semantic_layer,2,False,"Generated SQL error: Execution failed on sql 'SELECT client.gender_label, COUNT(client.client_id)
   FROM client
   JOIN loan ON client.client_id = loan.account_id
   GROUP BY client.gender
   ORDER BY client.gender;': no such column: client.gender_label",1195,7666,"SELECT client.gender_label, COUNT(client.client_id)
   FROM client
   JOIN loan ON client.client_id = loan.account_id
   GROUP BY client.gender
   ORDER BY client.gender;","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,text_to_sql,3,True,,1106,2444,"SELECT client.gender, COUNT(client.client_id) AS count
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN loan ON disp.account_id = loan.account_id
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,semantic_layer,3,False,"Generated SQL error: Execution failed on sql 'SELECT client.gender_label, COUNT(client.client_id) AS count
   FROM client
   JOIN loan ON client.client_id = loan.account_id
   GROUP BY client.gender_label': no such column: client.gender_label",727,7666,"SELECT client.gender_label, COUNT(client.client_id) AS count
   FROM client
   JOIN loan ON client.client_id = loan.account_id
   GROUP BY client.gender_label","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,text_to_sql,4,True,,1451,2444,"SELECT client.gender, COUNT(client.client_id) AS count
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR06,simple,client_profile,semantic_layer,4,False,"Generated SQL error: Execution failed on sql 'SELECT client.gender_label, COUNT(client.client_id) AS count
FROM client
JOIN loan ON client.client_id = loan.account_id
GROUP BY client.gender_label': no such column: client.gender_label",1323,7666,"SELECT client.gender_label, COUNT(client.client_id) AS count
FROM client
JOIN loan ON client.client_id = loan.account_id
GROUP BY client.gender_label","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?
CR07,simple,regional_risk,text_to_sql,0,True,,1851,2459,"SELECT district.A3, COUNT(DISTINCT loan.account_id) AS defaulted_loans
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY defaulted_loans DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,semantic_layer,0,True,,1892,7681,"SELECT district.A3, COUNT(loan.account_id) AS defaulted_count
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status = 'D'
GROUP BY district.A3
ORDER BY defaulted_count DESC
LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,text_to_sql,1,True,,1917,2459,"SELECT district.A3, COUNT(DISTINCT loan.account_id) AS defaulted_loan_accounts
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY defaulted_loan_accounts DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,semantic_layer,1,True,,1987,7681,"SELECT district.A3, COUNT(DISTINCT loan.account_id) AS defaulted_loan_count
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status = 'D'
GROUP BY district.A3
ORDER BY defaulted_loan_count DESC
LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,text_to_sql,2,True,,2325,2459,"SELECT district.A3, COUNT(DISTINCT loan.account_id) AS defaulted_loan_accounts
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status = 'D'
GROUP BY district.A3
ORDER BY defaulted_loan_accounts DESC
LIMIT 1;","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,semantic_layer,2,True,,2614,7681,"SELECT district.A3, COUNT(DISTINCT loan.account_id) AS defaulted_accounts
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status = 'D'
GROUP BY district.A3
ORDER BY defaulted_accounts DESC
LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,text_to_sql,3,True,,1494,2459,"SELECT district.A3, COUNT(loan.account_id) AS defaulted_loan_count
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY defaulted_loan_count DESC
   LIMIT 1;","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,semantic_layer,3,True,,2757,7681,"SELECT district.A3, COUNT(loan.loan_id) AS defaulted_loan_count
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status = 'D'
GROUP BY district.A3
ORDER BY defaulted_loan_count DESC
LIMIT 1;","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
CR07,simple,regional_risk,text_to_sql,4,True,,1573,2459,"SELECT district.A3, COUNT(DISTINCT loan.account_id) AS defaulted_loans
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY defaulted_loans DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?
