question_id,difficulty,category,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,question,latency_ms,prompt_chars,substitutions
CR03,simple,default_risk,0,True,,,"SELECT loan.total_amount
   FROM loan
   WHERE loan.status = 'D'","SELECT SUM(loan.amount)
   FROM loan
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?,937,14690,MEASURE loan.total_amount -> SUM(loan.amount) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR03,simple,default_risk,1,True,,,"SELECT loan.total_amount
   FROM loan
   JOIN account ON loan.account_link
   WHERE loan.status = 'D'","SELECT SUM(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?,1181,14690,JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR03,simple,default_risk,2,True,,,"SELECT loan.total_amount
   FROM loan
   WHERE loan.status = 'D'","SELECT SUM(loan.amount)
   FROM loan
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?,1000,14690,MEASURE loan.total_amount -> SUM(loan.amount) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR03,simple,default_risk,3,True,,,"SELECT loan.total_amount 
   FROM loan 
   WHERE loan.status = 'D'","SELECT SUM(loan.amount) 
   FROM loan 
   WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?,1468,14690,MEASURE loan.total_amount -> SUM(loan.amount) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR03,simple,default_risk,4,True,,,"SELECT loan.total_amount
   FROM loan
   JOIN account ON loan.account_link
   WHERE loan.status = 'D'","SELECT SUM(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id WHERE loan.status = 'D'",SELECT SUM(amount) FROM loan WHERE status = 'D',What is the total outstanding loan amount for accounts currently in default?,1345,14690,JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR04,simple,loan_portfolio,0,True,,,"SELECT loan.duration, AVG(loan.avg_amount)
   FROM loan
   GROUP BY loan.duration","SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?,1042,14644,"MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT loan.duration, AVG(AVG(loan.amount))
   FROM loan
   GROUP BY loan.duration' -> 'SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration'"
CR04,simple,loan_portfolio,1,True,,,"SELECT loan.duration, loan.avg_amount
   FROM loan
   GROUP BY loan.duration","SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?,1106,14644,MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column)
CR04,simple,loan_portfolio,2,True,,,"SELECT loan.duration, AVG(loan.avg_amount)
   FROM loan
   GROUP BY loan.duration","SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?,952,14644,"MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT loan.duration, AVG(AVG(loan.amount))
   FROM loan
   GROUP BY loan.duration' -> 'SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration'"
CR04,simple,loan_portfolio,3,True,,,"SELECT loan.duration, AVG(loan.avg_amount)
   FROM loan
   GROUP BY loan.duration","SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?,1079,14644,"MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT loan.duration, AVG(AVG(loan.amount))
   FROM loan
   GROUP BY loan.duration' -> 'SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration'"
CR04,simple,loan_portfolio,4,True,,,"SELECT loan.duration, AVG(loan.avg_amount)
   FROM loan
   GROUP BY loan.duration","SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration","SELECT duration, AVG(amount) AS avg_amount FROM loan GROUP BY duration ORDER BY duration",What is the average loan amount by loan duration group?,880,14644,"MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT loan.duration, AVG(AVG(loan.amount))
   FROM loan
   GROUP BY loan.duration' -> 'SELECT loan.duration, AVG(loan.amount)
   FROM loan
   GROUP BY loan.duration'"
CR05,simple,loan_portfolio,0,True,,,"SELECT strftime('%Y', loan.loan_date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT strftime('%Y', loan.date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?,1580,14667,DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column)
CR05,simple,loan_portfolio,1,True,,,"SELECT strftime('%Y', loan.loan_date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT strftime('%Y', loan.date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?,1267,14667,DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column)
CR05,simple,loan_portfolio,2,True,,,"SELECT strftime('%Y', loan.loan_date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT strftime('%Y', loan.date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?,1346,14667,DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column)
CR05,simple,loan_portfolio,3,True,,,"SELECT strftime('%Y', loan.loan_date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT strftime('%Y', loan.date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?,1243,14667,DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column)
CR05,simple,loan_portfolio,4,True,,,"SELECT strftime('%Y', loan.loan_date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT strftime('%Y', loan.date) AS approval_year, COUNT(loan.loan_id)
   FROM loan
   GROUP BY approval_year","SELECT STRFTIME('%Y', date) AS year, COUNT(loan_id) AS loan_count FROM loan GROUP BY year ORDER BY year",How many loan contracts were approved each year?,1339,14667,DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column)
CR06,simple,client_profile,0,False,,"Generated SQL error: Execution failed on sql 'SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_id = client.client_id JOIN loan ON loan.account_id = account.account_id GROUP BY client.gender': no such column: account.account_id","SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_link
   JOIN loan ON loan.account_link
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_id = client.client_id JOIN loan ON loan.account_id = account.account_id GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?,1173,14684,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM client.gender -> client.gender (no-op: concept name equals raw column)
CR06,simple,client_profile,1,False,"Invalid SQL: JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_link
   JOIN loan ON disp.account_link
   GROUP BY client.gender",,"SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?,1137,14684,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged."
CR06,simple,client_profile,2,False,,"Generated SQL error: Execution failed on sql 'SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_id = client.client_id JOIN loan ON loan.account_id = account.account_id GROUP BY client.gender': no such column: account.account_id","SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_link
   JOIN loan ON loan.account_link
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_id = client.client_id JOIN loan ON loan.account_id = account.account_id GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?,1130,14684,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM client.gender -> client.gender (no-op: concept name equals raw column)
CR06,simple,client_profile,3,False,"Invalid SQL: JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_link
   JOIN loan ON disp.account_link
   GROUP BY client.gender",,"SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?,1327,14684,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged."
CR06,simple,client_profile,4,False,,"Generated SQL error: Execution failed on sql 'SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_id = client.client_id JOIN loan ON loan.account_id = account.account_id GROUP BY client.gender': no such column: account.account_id","SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_link
   JOIN loan ON loan.account_link
   GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON disp.client_id = client.client_id JOIN loan ON loan.account_id = account.account_id GROUP BY client.gender","SELECT client.gender, COUNT(DISTINCT client.client_id) AS cnt FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender",What is the gender distribution of clients who have loan contracts?,1257,14684,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM client.gender -> client.gender (no-op: concept name equals raw column)
CR07,simple,regional_risk,0,True,,,"SELECT district.region, COUNT(DISTINCT account.account_id) AS defaulted_loan_count
   FROM account
   JOIN loan ON loan.account_link
   JOIN district ON account.district_link
   WHERE loan.status = 'D'
   GROUP BY district.region
   ORDER BY defaulted_loan_count DESC
   LIMIT 1","SELECT district.A3, COUNT(DISTINCT account.account_id) AS defaulted_loan_count
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY defaulted_loan_count DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?,1606,14648,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR07,simple,regional_risk,1,True,,,"SELECT district.region, COUNT(DISTINCT account.account_id)
   FROM account
   JOIN loan ON loan.account_link
   JOIN district ON account.district_link
   WHERE loan.status = 'D'
   GROUP BY district.region
   ORDER BY COUNT(DISTINCT account.account_id) DESC
   LIMIT 1","SELECT district.A3, COUNT(DISTINCT account.account_id)
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY COUNT(DISTINCT account.account_id) DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?,1464,14648,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR07,simple,regional_risk,2,True,,,"SELECT district.region, COUNT(DISTINCT account.account_id) AS defaulted_loan_accounts
   FROM account
   JOIN loan ON loan.account_link
   JOIN district ON account.district_link
   WHERE loan.status = 'D'
   GROUP BY district.region
   ORDER BY defaulted_loan_accounts DESC
   LIMIT 1","SELECT district.A3, COUNT(DISTINCT account.account_id) AS defaulted_loan_accounts
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY defaulted_loan_accounts DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?,1983,14648,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR07,simple,regional_risk,3,True,,,"SELECT district.region, COUNT(DISTINCT account.account_id) AS defaulted_loan_count
   FROM account
   JOIN loan ON loan.account_link
   JOIN district ON account.district_link
   WHERE loan.status = 'D'
   GROUP BY district.region
   ORDER BY defaulted_loan_count DESC
   LIMIT 1","SELECT district.A3, COUNT(DISTINCT account.account_id) AS defaulted_loan_count
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY defaulted_loan_count DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?,2759,14648,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR07,simple,regional_risk,4,True,,,"SELECT district.region, COUNT(account.account_id)
   FROM account
   JOIN loan ON loan.account_link
   JOIN district ON account.district_link
   WHERE loan.status = 'D'
   GROUP BY district.region
   ORDER BY COUNT(account.account_id) DESC
   LIMIT 1","SELECT district.A3, COUNT(account.account_id)
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY COUNT(account.account_id) DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",Which region has the highest number of defaulted loan accounts?,2086,14648,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR08,simple,transaction_behavior,0,True,,,"SELECT trans.avg_balance
   FROM trans
   JOIN account ON trans.account_link","SELECT AVG(trans.balance)
   FROM trans
   JOIN account ON trans.account_id = account.account_id ",SELECT AVG(balance) FROM trans,What is the average account balance across all accounts?,927,14676,JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column)
CR08,simple,transaction_behavior,1,True,,,"SELECT AVG(trans.avg_balance) 
   FROM trans 
   JOIN account ON trans.account_link","SELECT AVG(trans.balance) 
   FROM trans 
   JOIN account ON trans.account_id = account.account_id ",SELECT AVG(balance) FROM trans,What is the average account balance across all accounts?,940,14676,"JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT AVG(AVG(trans.balance)) 
   FROM trans 
   JOIN account ON trans.account_id = account.account_id' -> 'SELECT AVG(trans.balance) 
   FROM trans 
   JOIN account ON trans.account_id = account.account_id'"
