question_id,difficulty,category,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,question,latency_ms,prompt_chars,substitutions,reclass_verdict_v2,n_violations_v2,violation_detail_v2
110,simple,unlabeled,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT disp.disp_id
   FROM trans
   JOIN account ON trans.account_link
   JOIN disp ON account.disp_link
   WHERE trans.total_amount = 5100 AND trans.trans_date = '1998-09-02'",,SELECT T1.disp_id FROM disp AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.date='1997-08-20' AND T3.amount = 5100,What is the disposition id of the client who made 5100 USD transaction in 1998/9/2?,985,11614,JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link disp.account -> ON disp.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM disp.disp_id -> disp.disp_id (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE trans.total_amount = 5100 AND trans.trans_date = '1998-09-02'
110,simple,unlabeled,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT disp.disp_id
   FROM trans
   JOIN account ON trans.account_link
   JOIN disp ON account.disp_link
   WHERE trans.total_amount = 5100 AND trans.trans_date = '1998-09-02'",,SELECT T1.disp_id FROM disp AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.date='1997-08-20' AND T3.amount = 5100,What is the disposition id of the client who made 5100 USD transaction in 1998/9/2?,983,11614,JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link disp.account -> ON disp.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM disp.disp_id -> disp.disp_id (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE trans.total_amount = 5100 AND trans.trans_date = '1998-09-02'
110,simple,unlabeled,4,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT disp.disp_id
   FROM trans
   JOIN account ON trans.account_link
   JOIN disp ON account.disp_link
   WHERE trans.total_amount = 5100 AND trans.trans_date = '1998-09-02'",,SELECT T1.disp_id FROM disp AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.date='1997-08-20' AND T3.amount = 5100,What is the disposition id of the client who made 5100 USD transaction in 1998/9/2?,950,11614,JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link disp.account -> ON disp.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM disp.disp_id -> disp.disp_id (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE trans.total_amount = 5100 AND trans.trans_date = '1998-09-02'
113,simple,unlabeled,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT client.birth_date
   FROM client
   JOIN disp ON client.client_id = disp.client_link
   JOIN account ON disp.account_link
   JOIN loan ON account.account_id = loan.account_link
   WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'",,SELECT T4.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",1255,11612,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'
113,simple,unlabeled,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT client.birth_date
   FROM client
   JOIN disp ON client.client_id = disp.client_link
   JOIN account ON disp.account_link
   JOIN loan ON account.account_id = loan.account_link
   WHERE loan.loan_date = '1996-01-03' AND loan.total_amount = 98832",,SELECT T4.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",1168,11612,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.loan_date = '1996-01-03' AND loan.total_amount = 98832
113,simple,unlabeled,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT client.birth_date
   FROM client
   JOIN disp ON client.client_id = disp.client_link
   JOIN account ON disp.account_link
   JOIN loan ON account.account_id = loan.account_link
   WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'",,SELECT T4.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",1237,11612,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'
113,simple,unlabeled,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT client.birth_date
   FROM client
   JOIN disp ON client.client_id = disp.client_link
   JOIN account ON disp.account_link
   JOIN loan ON account.account_id = loan.account_link
   WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'",,SELECT T4.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",1210,11612,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'
113,simple,unlabeled,4,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT client.birth_date 
FROM client 
JOIN disp ON client.client_id = disp.client_link 
JOIN account ON disp.account_link 
JOIN loan ON account.account_id = loan.account_link 
WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'",,SELECT T4.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",1167,11612,JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount = 98832 AND loan.loan_date = '1996-01-03'
115,challenging,unlabeled,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT (client.male_count * 100.0 / client.count) AS male_percentage
FROM client
JOIN district ON client.district_link
WHERE district.region = 'South Bohemia'
AND district.population = (SELECT MAX(district.population) 
                          FROM district 
                          WHERE district.region = 'South Bohemia')",,SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",1181,11660,JOIN link client.district -> ON client.district_id = district.district_id | MEASURE client.male_count -> COUNT(CASE WHEN client.gender = 'M' THEN client.client_id END) | MEASURE client.count -> COUNT(client.client_id) | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM district.population -> district.A4 | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM client.gender -> client.gender (no-op: concept name equals raw column),FALSE_POSITIVE_LIKELY,0,
115,challenging,unlabeled,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT (client.male_count * 100.0 / client.count) AS male_percentage
FROM client
JOIN district ON client.district_link
WHERE district.region = 'South Bohemia' 
AND district.population = (SELECT MAX(district.population) FROM district WHERE district.region = 'South Bohemia')",,SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",1295,11660,JOIN link client.district -> ON client.district_id = district.district_id | MEASURE client.male_count -> COUNT(CASE WHEN client.gender = 'M' THEN client.client_id END) | MEASURE client.count -> COUNT(client.client_id) | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM district.population -> district.A4 | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM client.gender -> client.gender (no-op: concept name equals raw column),FALSE_POSITIVE_LIKELY,0,
116,challenging,unlabeled,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT ((IFNULL(avg_balance_after_1993_3_22, 0) - IFNULL(avg_balance_after_1998_12_27, 0)) / IFNULL(avg_balance_after_1998_12_27, 1)) * 100 AS increase_rate
FROM (
    SELECT account.account_id,
           AVG(trans.avg_balance) AS avg_balance_after_1993_3_22
    FROM trans
    JOIN account ON trans.account_link
    JOIN loan ON loan.account_link
    WHERE trans.trans_date = '1993-03-22'
      AND loan.loan_date = (SELECT MIN(loan.loan_date)
                            FROM loan
                            WHERE loan.loan_date >= '1993-07-05')
    GROUP BY account.account_id
) AS balance_before
JOIN (
    SELECT account.account_id,
           AVG(trans.avg_balance) AS avg_balance_after_1998_12_27
    FROM trans
    JOIN account ON trans.account_link
    WHERE trans.trans_date = '1998-12-27'
    GROUP BY account.account_id
) AS balance_after ON balance_before.account_id = balance_after.account_id",,"SELECT CAST((SUM(IIF(T3.date = '1998-12-27', T3.balance, 0)) - SUM(IIF(T3.date = '1993-03-22', T3.balance, 0))) AS REAL) * 100 / SUM(IIF(T3.date = '1993-03-22', T3.balance, 0)) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T3.account_id = T2.account_id WHERE T1.date = '1993-07-05'","For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",3318,11778,JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,FALSE_POSITIVE_LIKELY,0,
116,challenging,unlabeled,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT 
  (IFNULL(trans_1993.balance, 0) - IFNULL(trans_1998.balance, 0)) / NULLIF(IFNULL(trans_1998.balance, 0), 0) * 100 AS increase_rate
FROM
  (SELECT trans.avg_balance AS balance
   FROM trans
   JOIN account ON trans.account_link
   JOIN loan ON account.account_id = loan.account_link
   WHERE loan.loan_date = '1993-07-05' AND trans.trans_date = '1993-03-22') AS trans_1993,
  (SELECT trans.avg_balance AS balance
   FROM trans
   JOIN account ON trans.account_link
   JOIN loan ON account.account_id = loan.account_link
   WHERE loan.loan_date = '1993-07-05' AND trans.trans_date = '1998-12-27') AS trans_1998
WHERE trans_1993.balance IS NOT NULL AND trans_1998.balance IS NOT NULL",,"SELECT CAST((SUM(IIF(T3.date = '1998-12-27', T3.balance, 0)) - SUM(IIF(T3.date = '1993-03-22', T3.balance, 0))) AS REAL) * 100 / SUM(IIF(T3.date = '1993-03-22', T3.balance, 0)) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T3.account_id = T2.account_id WHERE T1.date = '1993-07-05'","For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",3933,11778,JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,FALSE_POSITIVE_LIKELY,0,
116,challenging,unlabeled,4,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT (IFNULL(trans_balance_a.avg_balance, 0) - IFNULL(trans_balance_b.avg_balance, 0)) / IFNULL(trans_balance_b.avg_balance, 1) * 100 AS increase_rate
FROM (
    SELECT trans.avg_balance
    FROM trans
    JOIN account ON trans.account_link
    JOIN loan ON loan.account_link
    WHERE loan.loan_date = '1993-07-05'
      AND trans.trans_date = '1993-03-22'
) AS trans_balance_a,
(
    SELECT trans.avg_balance
    FROM trans
    JOIN account ON trans.account_link
    JOIN loan ON loan.account_link
    WHERE loan.loan_date = '1993-07-05'
      AND trans.trans_date = '1998-12-27'
) AS trans_balance_b
WHERE trans_balance_a.avg_balance IS NOT NULL AND trans_balance_b.avg_balance IS NOT NULL;",,"SELECT CAST((SUM(IIF(T3.date = '1998-12-27', T3.balance, 0)) - SUM(IIF(T3.date = '1993-03-22', T3.balance, 0))) AS REAL) * 100 / SUM(IIF(T3.date = '1993-03-22', T3.balance, 0)) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T3.account_id = T2.account_id WHERE T1.date = '1993-07-05'","For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",2290,11778,JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date,TRUE_VIOLATION_CONFIRMED,2,measure 'avg_balance' in WHERE: WHERE NOT trans_balance_a.avg_balance IS NULL AND NOT trans_balance_b.avg_balance IS NULL | measure 'avg_balance' in WHERE: WHERE NOT trans_balance_a.avg_balance IS NULL AND NOT trans_balance_b.avg_balance IS NULL
118,moderate,unlabeled,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT (SUM(CASE WHEN loan.total_amount < 100000 AND loan.status = 'C' THEN 1 ELSE 0 END) * 100.0) / COUNT(account.account_id) AS running_percentage
FROM account
JOIN loan ON loan.account_link
WHERE loan.total_amount < 100000",,SELECT CAST(SUM(status = 'C') AS REAL) * 100 / COUNT(account_id) FROM loan WHERE amount < 100000,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",1340,11780,JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount < 100000
118,moderate,unlabeled,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT (SUM(CASE WHEN loan.status = 'C' THEN 1 ELSE 0 END) * 100.0 / COUNT(account.account_id)) AS percentage_running_accounts
FROM account
JOIN loan ON loan.account_link
WHERE loan.total_amount < 100000",,SELECT CAST(SUM(status = 'C') AS REAL) * 100 / COUNT(account_id) FROM loan WHERE amount < 100000,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",1162,11780,JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount < 100000
118,moderate,unlabeled,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT (COUNT(account.account_id) * 100.0 / NULLIF(COUNT(loan.loan_id), 0)) AS percentage_running_accounts
FROM account
JOIN loan ON loan.account_link
WHERE loan.status = 'C' AND loan.total_amount < 100000",,SELECT CAST(SUM(status = 'C') AS REAL) * 100 / COUNT(account_id) FROM loan WHERE amount < 100000,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",1126,11780,JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.status = 'C' AND loan.total_amount < 100000
123,simple,unlabeled,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT account.account_id, district.district_name, district.region
FROM account
JOIN loan ON loan.account_link
JOIN district ON account.district_link
WHERE loan.total_amount > 300000",,"SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.amount > 300000","Provide the account ID, district and region for loan amount greater than USD300,000.",970,11615,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM district.district_name -> district.A2 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount > 300000
123,simple,unlabeled,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT account.account_id, district.district_name, district.region
FROM account
JOIN district ON account.district_link
JOIN loan ON loan.account_link
WHERE loan.total_amount > 300000",,"SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.amount > 300000","Provide the account ID, district and region for loan amount greater than USD300,000.",877,11615,JOIN link account.district -> ON account.district_id = district.district_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM district.district_name -> district.A2 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount > 300000
123,simple,unlabeled,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT account.account_id, district.district_name, district.region
FROM account
JOIN loan ON loan.account_link
JOIN district ON account.district_link
WHERE loan.total_amount > 300000",,"SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.amount > 300000","Provide the account ID, district and region for loan amount greater than USD300,000.",922,11615,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM district.district_name -> district.A2 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM district.region -> district.A3 | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column),TRUE_VIOLATION_CONFIRMED,1,measure 'total_amount' in WHERE: WHERE loan.total_amount > 300000
